date,location,new_cases,new_deaths,total_cases,total_deaths,countriesAndTerritories,location_demography,continent,population_year,population,total_cases_per_capita,total_deaths_per_capita,EN.ATM.CO2E.PC,NY.GDP.MKTP.CD,NY.GNP.PCAP.CD,SE.PRM.ENRR,SE.PRM.TENR,SP.DYN.LE00.IN,SP.POP.TOTL
2020-01-25,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-26,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-27,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-28,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-29,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-30,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-31,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-01,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-02,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-03,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-04,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-05,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-06,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-07,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-08,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-09,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-10,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-11,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-12,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-13,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-14,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-15,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-16,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-17,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-18,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-19,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-20,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-21,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-22,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-23,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-24,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-25,Afghanistan,1,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-26,Afghanistan,0,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-27,Afghanistan,0,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-28,Afghanistan,0,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-02-29,Afghanistan,0,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-01,Afghanistan,0,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-02,Afghanistan,0,0,1,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.568822544993633e-08,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-08,Afghanistan,3,0,4,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.0275290179974533e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-11,Afghanistan,3,0,7,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.7981757814955434e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-15,Afghanistan,3,0,10,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.5688225449936333e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-16,Afghanistan,6,0,16,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,4.110116071989813e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-17,Afghanistan,5,0,21,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,5.39452734448663e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-18,Afghanistan,1,0,22,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,5.651409598985993e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-19,Afghanistan,0,0,22,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,5.651409598985993e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-20,Afghanistan,0,0,22,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,5.651409598985993e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-21,Afghanistan,2,0,24,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,6.16517410798472e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-22,Afghanistan,0,0,24,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,6.16517410798472e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-23,Afghanistan,10,0,34,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,8.733996652978353e-07,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-24,Afghanistan,6,1,40,1,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.0275290179974533e-06,2.568822544993633e-08,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-25,Afghanistan,2,0,42,1,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.078905468897326e-06,2.568822544993633e-08,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-26,Afghanistan,33,0,75,1,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.926616908745225e-06,2.568822544993633e-08,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-27,Afghanistan,0,0,75,1,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.926616908745225e-06,2.568822544993633e-08,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-28,Afghanistan,16,1,91,2,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.3376285159442063e-06,5.137645089987266e-08,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-29,Afghanistan,15,1,106,3,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.7229518976932515e-06,7.7064676349809e-08,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-30,Afghanistan,8,1,114,4,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.928457701292742e-06,1.0275290179974533e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-31,Afghanistan,27,0,141,4,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,3.622039788441023e-06,1.0275290179974533e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-01,Afghanistan,25,0,166,4,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,4.264245424689432e-06,1.0275290179974533e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-02,Afghanistan,26,0,192,4,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,4.932139286387776e-06,1.0275290179974533e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-03,Afghanistan,43,0,235,4,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,6.036732980735038e-06,1.0275290179974533e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-04,Afghanistan,0,0,235,4,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,6.036732980735038e-06,1.0275290179974533e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-05,Afghanistan,35,1,270,5,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,6.93582087148281e-06,1.2844112724968166e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-06,Afghanistan,29,2,299,7,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,7.680779409530964e-06,1.7981757814955434e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-07,Afghanistan,38,0,337,7,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,8.656931976628544e-06,1.7981757814955434e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-08,Afghanistan,30,4,367,11,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,9.427578740126635e-06,2.8257047994929964e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-09,Afghanistan,56,3,423,14,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.0866119365323068e-05,3.596351562991087e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-10,Afghanistan,61,1,484,15,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.2433101117769185e-05,3.85323381749045e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-11,Afghanistan,37,0,521,15,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.338356545941683e-05,3.85323381749045e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-12,Afghanistan,34,3,555,18,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.4256965124714665e-05,4.62388058098854e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-13,Afghanistan,52,0,607,18,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.5592752848111355e-05,4.62388058098854e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-14,Afghanistan,58,3,665,21,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.708266992420766e-05,5.39452734448663e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-15,Afghanistan,49,2,714,23,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,1.8341392971254542e-05,5.908291853485356e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-16,Afghanistan,70,2,784,25,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.0139568752750085e-05,6.422056362484084e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-17,Afghanistan,10,4,794,29,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.039645100724945e-05,7.449585380481536e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-18,Afghanistan,51,1,845,30,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.1706550505196203e-05,7.7064676349809e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-04-19,Afghanistan,63,0,908,30,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,2.332490870854219e-05,7.7064676349809e-07,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-03-09,Albania,2,0,2,0,Albania,Albania,Europe,2020.0,2877800.0,6.949753283758427e-07,0.0,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-10,Albania,4,0,6,0,Albania,Albania,Europe,2020.0,2877800.0,2.084925985127528e-06,0.0,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-11,Albania,4,0,10,0,Albania,Albania,Europe,2020.0,2877800.0,3.4748766418792133e-06,0.0,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-12,Albania,1,1,11,1,Albania,Albania,Europe,2020.0,2877800.0,3.822364306067135e-06,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-13,Albania,12,0,23,1,Albania,Albania,Europe,2020.0,2877800.0,7.99221627632219e-06,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-14,Albania,10,0,33,1,Albania,Albania,Europe,2020.0,2877800.0,1.1467092918201403e-05,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-15,Albania,5,0,38,1,Albania,Albania,Europe,2020.0,2877800.0,1.320453123914101e-05,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-16,Albania,4,0,42,1,Albania,Albania,Europe,2020.0,2877800.0,1.4594481895892696e-05,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-17,Albania,9,0,51,1,Albania,Albania,Europe,2020.0,2877800.0,1.7721870873583986e-05,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-18,Albania,4,0,55,1,Albania,Albania,Europe,2020.0,2877800.0,1.9111821530335673e-05,3.4748766418792135e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-19,Albania,4,1,59,2,Albania,Albania,Europe,2020.0,2877800.0,2.050177218708736e-05,6.949753283758427e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-20,Albania,11,0,70,2,Albania,Albania,Europe,2020.0,2877800.0,2.4324136493154493e-05,6.949753283758427e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-21,Albania,0,0,70,2,Albania,Albania,Europe,2020.0,2877800.0,2.4324136493154493e-05,6.949753283758427e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-22,Albania,6,0,76,2,Albania,Albania,Europe,2020.0,2877800.0,2.640906247828202e-05,6.949753283758427e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-23,Albania,13,0,89,2,Albania,Albania,Europe,2020.0,2877800.0,3.0926402112724996e-05,6.949753283758427e-07,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-24,Albania,11,2,100,4,Albania,Albania,Europe,2020.0,2877800.0,3.474876641879213e-05,1.3899506567516854e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-25,Albania,23,1,123,5,Albania,Albania,Europe,2020.0,2877800.0,4.274098269511432e-05,1.7374383209396066e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-26,Albania,23,0,146,5,Albania,Albania,Europe,2020.0,2877800.0,5.073319897143651e-05,1.7374383209396066e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-27,Albania,28,1,174,6,Albania,Albania,Europe,2020.0,2877800.0,6.046285356869831e-05,2.084925985127528e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-28,Albania,12,3,186,9,Albania,Albania,Europe,2020.0,2877800.0,6.463270553895337e-05,3.127388977691292e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-29,Albania,11,1,197,10,Albania,Albania,Europe,2020.0,2877800.0,6.845506984502051e-05,3.4748766418792133e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-30,Albania,15,0,212,10,Albania,Albania,Europe,2020.0,2877800.0,7.366738480783932e-05,3.4748766418792133e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-03-31,Albania,11,2,223,12,Albania,Albania,Europe,2020.0,2877800.0,7.748974911390646e-05,4.169851970255056e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-01,Albania,20,3,243,15,Albania,Albania,Europe,2020.0,2877800.0,8.443950239766489e-05,5.21231496281882e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-02,Albania,16,0,259,15,Albania,Albania,Europe,2020.0,2877800.0,8.999930502467162e-05,5.21231496281882e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-03,Albania,18,1,277,16,Albania,Albania,Europe,2020.0,2877800.0,9.625408298005421e-05,5.5598026270067415e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-04,Albania,27,1,304,17,Albania,Albania,Europe,2020.0,2877800.0,0.00010563624991312808,5.907290291194662e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-05,Albania,29,2,333,19,Albania,Albania,Europe,2020.0,2877800.0,0.0001157133921745778,6.602265619570505e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-06,Albania,28,2,361,21,Albania,Albania,Europe,2020.0,2877800.0,0.0001254430467718396,7.297240947946348e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-07,Albania,16,1,377,22,Albania,Albania,Europe,2020.0,2877800.0,0.00013100284939884633,7.64472861213427e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-08,Albania,6,0,383,22,Albania,Albania,Europe,2020.0,2877800.0,0.00013308777538397387,7.64472861213427e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-09,Albania,17,0,400,22,Albania,Albania,Europe,2020.0,2877800.0,0.00013899506567516853,7.64472861213427e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-10,Albania,9,1,409,23,Albania,Albania,Europe,2020.0,2877800.0,0.00014212245465285983,7.99221627632219e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-11,Albania,7,0,416,23,Albania,Albania,Europe,2020.0,2877800.0,0.00014455486830217528,7.99221627632219e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-12,Albania,17,0,433,23,Albania,Albania,Europe,2020.0,2877800.0,0.00015046215859336993,7.99221627632219e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-13,Albania,13,0,446,23,Albania,Albania,Europe,2020.0,2877800.0,0.00015497949822781292,7.99221627632219e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-14,Albania,21,0,467,23,Albania,Albania,Europe,2020.0,2877800.0,0.00016227673917575927,7.99221627632219e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-15,Albania,8,1,475,24,Albania,Albania,Europe,2020.0,2877800.0,0.00016505664048926263,8.339703940510111e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-16,Albania,19,1,494,25,Albania,Albania,Europe,2020.0,2877800.0,0.00017165890610883314,8.687191604698033e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-17,Albania,24,1,518,26,Albania,Albania,Europe,2020.0,2877800.0,0.00017999861004934324,9.034679268885955e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-18,Albania,21,0,539,26,Albania,Albania,Europe,2020.0,2877800.0,0.0001872958509972896,9.034679268885955e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2020-04-19,Albania,9,0,548,26,Albania,Albania,Europe,2020.0,2877800.0,0.0001904232399749809,9.034679268885955e-06,1.97876331208568,15102500898.238,4860.0,106.99342,97.44221,78.458,2866376.0
2019-12-31,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-01,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-02,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-03,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-04,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-05,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-06,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-07,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-08,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-09,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-10,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-11,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-12,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-13,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-14,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-15,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-16,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
2020-01-17,Algeria,0,0,0,0,Algeria,Algeria,Africa,2020.0,43851043.0,0.0,0.0,3.7355201474105,173757952824.25,3920.0,109.88282,99.6475,76.693,42228429.0
